Data Medicao;PRECIPITACAO TOTAL;PRESSAO ATMOSFERICA MEDIA ;TEMPERATURA DO PONTO DE ORVALHO ;TEMPERATURA MEDIA;UMIDADE RELATIVA DO AR;VENTO, VELOCIDADE MEDIA
13/07/2017;0;919,975;9,255556;15,0625;67,388889;1,433333
14/07/2017;0;918,8;null;15,9;58,692308;1,266667
15/07/2017;0,2;915,558333;null;16,075;52,538462;1,704167
16/07/2017;0;914,25;8,491667;18,325;54,208333;2,8375
17/07/2017;0;915,416667;8,904762;16,908333;57,380952;2,2125
18/07/2017;null;null;null;null;null;null
19/07/2017;null;null;null;null;null;null
20/07/2017;null;917,55;null;13,059091;67,266667;1,386364
21/07/2017;null;916,827778;null;null;48,538462;1,811111
22/07/2017;null;917,885;null;null;66,3125;1,555
23/07/2017;0;918,766667;9,614286;14,425;72,428571;1,6625
24/07/2017;0;919,908696;null;16,095652;44,384615;1,347826
25/07/2017;0;920,590909;5,922727;16,759091;53,454545;0,936364
26/07/2017;null;920,114286;7,575;null;57,85;0,695238
27/07/2017;0;920,126087;9,811111;14,613043;69,833333;1,086957
28/07/2017;0;921,116667;null;14,079167;71;1,783333
29/07/2017;0;922,120833;null;14,879167;64,642857;1,329167
30/07/2017;0;921,829167;null;15,8125;61,142857;1,445833
31/07/2017;0;918,254167;null;16,508333;52;0,829167
01/08/2017;0;915,0875;6,8625;15,775;59,041667;1,3875
02/08/2017;0;913,258333;7,608333;18,854167;48,625;2,095833
03/08/2017;8;910,308333;10,589474;15,2125;73;3,641667
04/08/2017;0,2;917,770833;null;11,75;74,333333;1,866667
05/08/2017;0;919,658333;6,920833;11,970833;71,791667;2,133333
06/08/2017;0;918,045833;6,858333;12,675;68,708333;2,591667
07/08/2017;null;914,565;8;null;61,888889;1,87
08/08/2017;0;911,504167;null;18,05;53,235294;2,175
09/08/2017;0;911,1;11,708333;20,520833;57,875;2,525
10/08/2017;0;914,775;null;14,4375;80,916667;1,9625
11/08/2017;0;915,8125;10,305263;13,708333;75,789474;2,4875
12/08/2017;0;914,070833;null;15,2375;76,933333;3,091667
13/08/2017;0;910,358333;null;18,070833;null;3,0125
14/08/2017;15;912,7875;8,763636;15,775;66,727273;2,9875
15/08/2017;4,2;914,979167;null;13,229167;83,538462;1,858333
16/08/2017;0;914,6125;null;14,433333;75,583333;1,375
17/08/2017;0,2;915,233333;null;13,458333;null;1,495833
18/08/2017;0;914,0875;null;13,9625;79,625;1,5625
19/08/2017;0,2;910,8875;null;14,616667;null;1,670833
20/08/2017;42,8;910,833333;null;13,725;null;1,608333
21/08/2017;26;920,621053;null;null;null;2,768421
22/08/2017;null;920,58;null;null;76,823529;2,99
23/08/2017;0;918,2875;null;14,341667;77;2,233333
24/08/2017;0;917,929167;null;16,383333;null;1,929167
25/08/2017;0;917,2125;10,222727;15,445833;71,5;2,441667
26/08/2017;0;915,4125;10,014286;18,3625;61,095238;1,791667
27/08/2017;0;913,979167;null;18,475;46,5;1,266667
28/08/2017;0;914,829167;null;17,566667;57,928571;1,533333
29/08/2017;0;914,4;null;19,254167;51,733333;1,233333
30/08/2017;0;913,383333;12;22,058333;54,210526;1,4875
31/08/2017;0;918,275;null;14,870833;81,941176;2,670833
01/09/2017;0;921,1875;11,652174;14,6875;82,347826;2,916667
02/09/2017;0;921,395833;11,252381;14,391667;80,571429;2,304167
03/09/2017;0;919,104167;10,257143;17,166667;65;1,454167
04/09/2017;0;916,495833;null;18,7375;45,666667;1,691667
05/09/2017;0;915,391667;8,604348;20,2375;53,173913;1,766667
06/09/2017;0;916,720833;12,355;17,791667;71,65;2,254167
07/09/2017;0;916,325;9,666667;18,9625;56,388889;1,779167
08/09/2017;0;913,679167;null;19,725;45,5;1,65
09/09/2017;0;913,670833;10,86;20,483333;56,75;1,641667
10/09/2017;0;913,308333;null;20,5625;48,25;2,0625
11/09/2017;0;913,9875;11,358333;22,4625;54,208333;1,720833
12/09/2017;0;916,341667;13,830435;21,2;65,478261;1,933333
13/09/2017;0;915,733333;null;20,566667;45,6;2,1
14/09/2017;0;913,758333;11,1875;23,370833;52;2,570833
15/09/2017;0;915,9125;11,352174;22,404167;53,347826;2,208333
16/09/2017;0;916,3875;12,413636;21,375;63,272727;2,320833
17/09/2017;0;915,466667;null;20,020833;67,0625;2,254167
18/09/2017;0;916,925;null;18,075;74;2,145833
19/09/2017;0;917,170833;null;19,983333;52,571429;1,679167
20/09/2017;0;917,55;11,905556;19,325;62,388889;2,0375
21/09/2017;0;916,375;11,444444;19,641667;57,722222;1,45
22/09/2017;0;914,304167;null;22,775;40,4375;1,620833
23/09/2017;0;915,325;13,354167;20,983333;62,5;1,991667
24/09/2017;0;917,416667;13,345833;16,775;80,458333;2,629167
25/09/2017;0;917,8;12,372222;17,683333;69,777778;2,841667
26/09/2017;0;914,975;12,145;16,9875;71,4;2,066667
27/09/2017;0;911,829167;11,1625;20,533333;61,791667;1,741667
28/09/2017;0;914,645833;13,405263;17,508333;76,210526;2,804167
29/09/2017;0;914,9125;null;15,066667;null;2,420833
30/09/2017;42,4;905,983333;null;16,441667;null;1,958333
01/10/2017;1;903,158333;null;19,345833;63,666667;3,5375
02/10/2017;18,8;903,841667;12,085714;17,075;71,47619;4,283333
03/10/2017;5,2;911,808333;3,668421;14,620833;50,263158;3,233333
04/10/2017;0;915,391304;6,582609;15,443478;59,347826;2,143478
05/10/2017;0;913,026087;10,869565;18,626087;63,826087;2,230435
06/10/2017;0;913,408333;null;21,441667;58,5;2,054167
07/10/2017;30,8;915,504167;null;17,304167;null;2,354167
08/10/2017;12;912,2375;null;18,158333;null;2,279167
09/10/2017;5,4;910,841667;null;18,183333;68,076923;2,429167
10/10/2017;0;911,775;null;18,870833;63,6875;1,079167
11/10/2017;0;910,754167;null;21,575;null;2,0375
12/10/2017;47,6;911,7375;null;21,316667;63,357143;2,4375
13/10/2017;0;910,904167;null;22,5;52,642857;2,1375
14/10/2017;1;911,35;null;19,5125;null;1,75
15/10/2017;9,6;916,379167;null;14,5375;75,25;2,679167
16/10/2017;0,2;917,991667;null;15,4375;null;2,716667
17/10/2017;0,4;917,145833;null;16,595833;72,916667;2,425
18/10/2017;0,2;913,141667;null;22,2;49,333333;2
19/10/2017;0;910,083333;14,5;21,2375;67,521739;2,433333
20/10/2017;14,2;912,766667;null;16,529167;81,333333;2,408333
21/10/2017;2,6;910,816667;null;18,066667;null;2,254167
22/10/2017;13;911,783333;13,226316;17,425;75,315789;2,870833
23/10/2017;1;915,125;null;13,820833;75;2,566667
24/10/2017;0;915,408333;10,095652;15,4875;70,652174;2,458333
25/10/2017;0;913,366667;null;15,6125;null;2,0875
26/10/2017;19,6;909,125;null;17,858333;64,538462;2,066667
27/10/2017;12,4;905,970833;null;17,483333;null;2,691667
28/10/2017;5,8;904,783333;11,52;20,383333;56,55;4,2375
29/10/2017;0;909,725;null;17,033333;73,333333;2,1375
30/10/2017;28,2;907,316667;null;17,066667;67,846154;1,358333
31/10/2017;0;909,0125;null;17,320833;null;1,654167
01/11/2017;2,8;914,545833;9,27619;15,745833;64,761905;2,570833
02/11/2017;0;915,445833;9,7375;16,245833;66,166667;3,183333
03/11/2017;0;912,008333;null;15,3125;73,3125;1,945833
04/11/2017;2,6;906,816667;null;17,295833;null;1,866667
05/11/2017;14;911,420833;null;15,479167;76,307692;2,079167
06/11/2017;0;913,979167;null;14,470833;80,4375;1,625
07/11/2017;0,2;913,058333;null;15,545833;69;2,654167
08/11/2017;0,2;911,491667;null;15,508333;78,705882;2,220833
09/11/2017;0;910,479167;null;18,85;67;1,716667
10/11/2017;0;907,279167;null;19,166667;null;2,120833
11/11/2017;54,6;905,925;null;18,720833;46,666667;1,620833
12/11/2017;0;905,883333;4,916667;19,75;41,791667;3,1375
13/11/2017;0;909,808333;5,334783;18,8375;46,217391;1,395833
14/11/2017;0;912,25;7,170833;18,729167;50,541667;2,404167
15/11/2017;0;910,170833;11,045833;21,408333;55,583333;1,841667
16/11/2017;0;908,354167;13,479167;24,895833;51,333333;2,195833
17/11/2017;13,6;907,7375;null;21,175;63,8;2,379167
18/11/2017;9,4;905,333333;null;18,570833;null;1,829167
19/11/2017;11,4;907,5875;null;17,95;null;1,7875
20/11/2017;0,2;910,370833;null;18,691667;72,8;2,504167
21/11/2017;0,2;908,645833;null;19,375;69,5;2,095833
22/11/2017;11,4;907,570833;null;17,041667;72,714286;2,1875
23/11/2017;0;911,2125;11,86;16,141667;75,1;2,4375
24/11/2017;0;912,204167;null;20,925;53;1,941667
25/11/2017;0;911,258333;14,284211;20,641667;64,947368;2,395833
26/11/2017;16;906,529167;15,784211;21,0625;69,421053;3,770833
27/11/2017;0;909,941667;16,131579;20,1375;75,315789;2,4125
28/11/2017;0;913,916667;14,491667;19,704167;72,916667;2,245833
29/11/2017;0,4;912,420833;12,277273;18,825;66,136364;2,529167
30/11/2017;0;909,383333;11,966667;18,1;68,666667;2,779167
01/12/2017;0;909,6375;12,904167;17,441667;74,958333;2,75
02/12/2017;0;910,775;13,5;18,2;72,3;2,725
03/12/2017;0;909,125;14,694444;19,920833;67,944444;1,795833
04/12/2017;0;908,645833;null;22,0125;56,285714;1,7875
05/12/2017;6,4;911,829167;null;19,55;76,928571;2,075
06/12/2017;0;911,308333;16,165;20,4375;74,55;2,275
07/12/2017;6,8;907,729167;15,466667;19,708333;73,888889;1,545833
08/12/2017;0,2;905,7625;15,994444;21,604167;67,555556;2,05
09/12/2017;0;906,55;14,483333;21,108333;68,708333;1,75
10/12/2017;0,4;904,233333;12,947368;22,383333;56,631579;1,916667
11/12/2017;0;906,129167;13,7125;20,933333;64,333333;2,75
12/12/2017;0;913,020833;12,64;15,595833;81,75;2,975
13/12/2017;0;914,2;14,538889;18,033333;76,5;2,308333
14/12/2017;0;913,1375;null;21,8;55;1,675
15/12/2017;18,2;911,116667;16,947368;21,470833;73,684211;1,8375
16/12/2017;0,2;910,545833;null;23,520833;51,857143;1,9625
17/12/2017;0;910,545833;null;24,020833;57,066667;2,566667
18/12/2017;7,4;913,8625;16,685714;20,4125;78,428571;2,195833
19/12/2017;0;914,8625;null;20,65;76,625;2,3875
20/12/2017;0;911,633333;null;20,729167;null;1,85
21/12/2017;7,8;909,4375;null;20,458333;72,357143;1,45
22/12/2017;2,2;909,325;null;22,258333;57,166667;1,7125
23/12/2017;11,6;908,220833;null;21,775;73,142857;2,758333
24/12/2017;3,8;906,908333;17,677778;22,183333;73,5;3,4125
25/12/2017;46,6;910,020833;null;17,870833;null;2,116667
26/12/2017;0;911,691667;null;18,729167;null;1,904167
27/12/2017;4,4;911,929167;null;21,129167;68,307692;1,358333
28/12/2017;0;911,091667;null;21,1625;null;2,129167
29/12/2017;17,2;908,920833;null;18,695833;null;2,125
30/12/2017;17;905,954167;null;19,683333;null;1,158333
31/12/2017;4,8;906,3875;null;21,620833;null;2,275
01/01/2018;31;907,529167;null;22,416667;65,928571;2,204167
02/01/2018;5,6;904,1;16,328571;21,908333;69,571429;3,6
03/01/2018;0;905,295833;14,295238;22,083333;62,285714;2,941667
04/01/2018;0;910,795833;11,718182;21,116667;55,909091;2,004167
05/01/2018;0;911,229167;13,233333;21,633333;60,047619;2,020833
06/01/2018;0;910,675;null;21,558333;61,733333;1,875
07/01/2018;3,2;913,3875;14,443478;18,229167;78,565217;2,916667
08/01/2018;1,6;915,404167;null;17,104167;null;2,533333
09/01/2018;0,2;916;null;18,183333;null;1,5375
10/01/2018;10;916,595833;null;19,4;null;1,345833
11/01/2018;4;914,079167;null;20,204167;null;2,1125
12/01/2018;7,6;910,0125;null;20,2875;71;2,479167
13/01/2018;18,6;908,1;null;20,858333;null;3,054167
14/01/2018;2,8;909,145833;null;21,6625;70;2,770833
15/01/2018;10;909,8375;17,071429;22,195833;72,619048;3,7875
16/01/2018;0,2;912,316667;null;22,4;68,705882;2,216667
17/01/2018;41;912,379167;null;21,545833;null;1,883333
18/01/2018;3,6;911,141667;null;22,666667;61,714286;3,691667
19/01/2018;4;912,466667;null;20,370833;null;1,641667
20/01/2018;94,2;913,1375;null;19,558333;null;1,983333
21/01/2018;14,8;911,8;null;20,829167;null;1,533333
22/01/2018;44;909,066667;null;22,783333;null;2,016667
23/01/2018;7,6;909,2125;null;23,354167;62,142857;2,520833
24/01/2018;21,6;910,075;null;22,916667;64,642857;2,354167
25/01/2018;3,8;911,058333;null;20,975;null;1,845833
26/01/2018;2,2;912,295833;null;18,433333;79,333333;2,533333
27/01/2018;1;912,016667;14,083333;18;75,277778;2,425
28/01/2018;0;909,216667;null;21,3875;62,833333;1,716667
29/01/2018;38,2;906,925;null;20,8;null;2,204167
30/01/2018;10,4;907,970833;null;18,366667;62,133333;1,966667
31/01/2018;2,2;909,779167;null;19,979167;60,083333;2,433333
01/02/2018;1,2;910,354167;null;19,216667;68,153846;2,045833
02/02/2018;0,2;908,666667;15,033333;20,0125;68,888889;1,85
03/02/2018;0;908,825;null;19,6875;51,933333;2,125
04/02/2018;2;911,083333;13,944444;18,716667;71,388889;2,779167
05/02/2018;0,6;910,154167;null;18,470833;69,214286;2,083333
06/02/2018;0;908,591667;12,405263;19,679167;62;1,45
07/02/2018;0;909,045833;null;19,920833;67,428571;1,079167
08/02/2018;15;909,754167;null;22,166667;58,615385;2,058333
09/02/2018;0;910,420833;null;23,85;54,866667;1,916667
10/02/2018;0;910,625;17,536842;23,6125;67,473684;2,2375
11/02/2018;0,8;910,429167;18,46;22,533333;77;1,566667
12/02/2018;29,2;910,5125;null;19,304167;null;2,070833
13/02/2018;35,8;915,366667;null;15,9625;null;2,575
14/02/2018;0;917,641667;null;15,991667;78,833333;2,495833
15/02/2018;0,4;917,945833;null;17,079167;73,571429;2,216667
16/02/2018;0;917,4625;null;17,654167;75,642857;1,95
17/02/2018;0,6;914,695833;null;18,4625;70,461538;1,720833
18/02/2018;0;911,145833;null;19,725;69;1,658333
19/02/2018;0;907,675;null;20,554167;null;1,925
20/02/2018;8,2;905,225;null;20,575;70;2,7875
21/02/2018;2;906,395833;null;21,429167;70,411765;2,975
22/02/2018;1,4;908,420833;null;21,691667;54,153846;1,941667
23/02/2018;0;911,958333;14,559091;19,725;72,136364;2,425
24/02/2018;0;913,691667;14,525;19,658333;71,2;2,1625
25/02/2018;0;913,75;14,409524;20,025;70,095238;2,1625
26/02/2018;0;912,458333;14,483333;20,583333;64,777778;1,4625
27/02/2018;0;911,295833;null;20,829167;62,6;1,5625
28/02/2018;0;910,458333;16,178947;21,691667;69,894737;1,7
01/03/2018;0,4;912,041667;null;22,895833;64;1,6625
02/03/2018;7;912,254167;null;22,095833;69,416667;1,379167
03/03/2018;0,8;910,8125;null;21,725;null;1,433333
04/03/2018;72,6;908,841667;null;21,529167;null;1,195833
05/03/2018;0,4;907,845833;null;23,108333;60,538462;1,833333
06/03/2018;1,2;908,508333;null;22,375;null;1,341667
07/03/2018;18,2;909,25;null;19,933333;null;1,825
08/03/2018;7,4;910,8625;null;18,429167;null;2,108333
09/03/2018;0;910,891667;null;20,191667;66,769231;1,895833
10/03/2018;0;909,4125;null;20,858333;null;1,641667
11/03/2018;16,2;908,129167;null;23,3;50,285714;1,791667
12/03/2018;0;906,8;16,4;23,5625;63,6;1,9875
13/03/2018;0,4;909,25;null;22,5875;68,428571;2,216667
14/03/2018;0;910,216667;null;21,8625;null;2,066667
15/03/2018;68;909,854167;null;21,5625;70,5;2,883333
16/03/2018;1,4;910,95;15,488889;21,9875;63,611111;1,625
17/03/2018;0;911,170833;null;22,454167;69,583333;1,708333
18/03/2018;0;909,1875;null;23,225;67,333333;1,779167
19/03/2018;0,2;908,529167;null;24,470833;66,882353;1,704167
20/03/2018;0;910,1125;null;21,858333;null;1,995833
21/03/2018;16,6;910,891667;null;19,325;null;1,654167
22/03/2018;2,4;911,583333;null;17,954167;78;1,9375
23/03/2018;0;911,6875;null;20,941667;null;1,9625
24/03/2018;0;911,541667;null;23,183333;null;2,2875
25/03/2018;0;911,2875;null;21,708333;null;1,975
26/03/2018;26,2;913,791667;null;17,633333;null;1,908333
27/03/2018;12,4;914,3375;null;19,095833;null;0,8875
28/03/2018;15,2;913,945833;null;20,383333;null;0,858333
29/03/2018;7;913,85;null;20,475;null;0,954167
30/03/2018;22,2;912,3625;null;20,308333;null;1,029167
31/03/2018;32;910,633333;null;20,1875;74,333333;1,145833
01/04/2018;0,2;908,108333;null;21,416667;68,733333;2,479167
02/04/2018;0;907,583333;15,636364;21,533333;69,454545;3,375
03/04/2018;0,2;908,054167;14,514286;19,983333;71,904762;1,520833
04/04/2018;0;908,995833;null;20,504167;64,571429;1,35
05/04/2018;0;909,5875;null;19,816667;66,25;1,5125
06/04/2018;8,2;911,241667;null;19,395833;69,071429;1,433333
07/04/2018;0;913,020833;null;19,745833;65,769231;1,3625
08/04/2018;0;914,475;null;19,9625;62,461538;1,291667
09/04/2018;0;914,695833;null;19,520833;66;1,5375
10/04/2018;0;915,070833;14,965;20,4375;70,85;1,704167
11/04/2018;0;915,2875;14,680952;20,225;70,047619;1,858333
12/04/2018;0;915,266667;null;20,383333;58,4375;1,391667
13/04/2018;0;916,154167;null;20,870833;58,866667;1,229167
14/04/2018;0,6;919,704167;null;17,829167;null;2,020833
15/04/2018;0,4;921,016667;null;16,295833;81,75;2,291667
16/04/2018;1,6;920,195833;null;15,504167;null;2
17/04/2018;2,4;919,829167;null;15,645833;null;1,904167
18/04/2018;1;919,3125;null;17,154167;67,461538;1,391667
19/04/2018;0;917,483333;10,595455;18,9875;61,590909;1,429167
20/04/2018;0;915,791667;null;18,816667;52,875;0,816667
21/04/2018;0;914,508333;null;19,095833;53,647059;0,895833
22/04/2018;0;914,308333;12,490476;18,608333;67,190476;1,175
23/04/2018;0;915,420833;null;18,5625;58,75;0,933333
24/04/2018;0,2;916,479167;null;19,070833;null;1,008333
25/04/2018;0;916,8375;null;19,045833;65,5;1,041667
26/04/2018;0;915,55;null;20,583333;64,533333;1,195833
27/04/2018;0;915,779167;null;20,608333;69,461538;1,358333
28/04/2018;0;916,208333;15,515789;20,704167;72,526316;0,9
29/04/2018;8;915,1875;null;20,7375;56,5;1,141667
30/04/2018;0;914,266667;null;21,0375;50,615385;1,2625
01/05/2018;0;915,65;null;20,875;72,333333;1,416667
02/05/2018;0;916,708333;null;19,975;null;1,15
03/05/2018;0;915,145833;null;20,966667;69,5;1,354167
04/05/2018;0;914,529167;12,7;21,95;55,736842;1,008333
05/05/2018;0;915,95;null;20,225;57,142857;1,066667
06/05/2018;0;918,104167;null;19,504167;70,307692;1,35
07/05/2018;0,8;919,004167;null;17,45;null;1,508333
08/05/2018;2,4;918,304167;null;16,770833;null;2,1
09/05/2018;0,6;917,575;null;16,775;null;1,35
10/05/2018;0;914,995833;null;17,295833;62,230769;1,195833
11/05/2018;0,2;911,791667;null;19,104167;62,588235;2,241667
12/05/2018;0,6;911,45;11,334783;17,658333;67,434783;2,775
13/05/2018;0;914,208333;null;16,816667;67,285714;1,645833
14/05/2018;0;914,833333;null;16,341667;63,384615;1,445833
15/05/2018;0;912,9375;null;18,683333;57,846154;2,266667
16/05/2018;1,2;912,766667;null;17,3125;71,538462;1,433333
17/05/2018;0,2;914,158333;null;16,858333;null;2,216667
18/05/2018;0;910,55;null;18,908333;73;2,254167
19/05/2018;20;906,45;10,194444;14,8;74;4,225
20/05/2018;null;909,6;3,142857;null;60,619048;4,595238
21/05/2018;null;null;null;null;50,6;null
22/05/2018;null;null;null;null;51,866667;null
23/05/2018;0;917,05;null;13,9625;67,5;0,933333
24/05/2018;0;919,204167;null;14,004167;66,833333;1,429167
25/05/2018;0;918,625;null;14,191667;null;1,454167
26/05/2018;0;918,033333;null;14,95;null;1,245833
27/05/2018;0;919,1375;null;16,35;65,833333;0,983333
28/05/2018;0;919,879167;null;15,133333;66,666667;1,420833
29/05/2018;0,2;919,070833;null;14,754167;null;0,9125
30/05/2018;0;917,270833;null;15,4125;null;0,925
31/05/2018;0;913,979167;null;15,733333;48,333333;1,229167
01/06/2018;0,2;911,795833;9,443478;16,241667;65,043478;1,858333
02/06/2018;3,6;912,9125;null;16,625;null;1,533333
03/06/2018;11,2;918,558333;null;12,891667;null;1,841667
04/06/2018;4;919,670833;null;11,333333;null;1,5125
05/06/2018;9,6;913,345833;null;13,4625;null;1,2625
06/06/2018;3;909,941667;null;13,670833;73,333333;2,291667
07/06/2018;17;911,616667;null;12,95;null;1,175
08/06/2018;null;null;null;null;null;null
09/06/2018;null;null;null;null;58,153846;null
10/06/2018;0,2;913,141667;null;16,5125;67,25;0,820833
11/06/2018;0;910,779167;15,645;21,341667;67,6;2,3875
12/06/2018;0;910,2;null;19,975;69,235294;3,283333
13/06/2018;5,2;913,629167;null;16,095833;70,333333;1,958333
14/06/2018;0,2;917,9875;null;10,141667;74,235294;1,520833
15/06/2018;5,8;919,46087;null;9,047826;null;1,630435
16/06/2018;null;920,842105;null;null;null;1,715789
17/06/2018;null;921,865217;null;11,304348;null;1,430435
18/06/2018;0;922,129167;null;12,925;75,428571;1,008333
19/06/2018;0,2;920,720833;null;14,4875;null;1,391667
20/06/2018;0;919,129167;null;14,791667;null;1,320833
21/06/2018;0;916,533333;null;15,679167;56,416667;1,408333
22/06/2018;0;915,216667;null;17,045833;57,176471;0,8875
23/06/2018;0;914,154167;null;16,9125;49,307692;1,404167
24/06/2018;0,2;914,204167;null;17,591667;63,117647;1,5125
25/06/2018;0;912,833333;null;18,208333;56,428571;2,445833
26/06/2018;0;912,070833;12,816667;19,295833;67;1,733333
27/06/2018;21,6;915,208333;null;15,6875;81,076923;0,958333
28/06/2018;1,8;915,766667;null;17,175;61,769231;0,775
29/06/2018;0;914,454167;null;17,570833;58,615385;0,954167
30/06/2018;0;912,470833;12,008696;17,733333;71,26087;1,904167
01/07/2018;0;912,695833;null;17,791667;64;1,583333
02/07/2018;0;911,770833;11,85;19,279167;60,7;2,304167
03/07/2018;0;914,041667;12,557895;15,841667;76,684211;2,283333
04/07/2018;0;914,525;null;13,683333;null;2,020833
05/07/2018;0,2;914,679167;null;16,404167;42,416667;0,995833
06/07/2018;0;915,204167;10,604167;18,604167;62,5;1
07/07/2018;0;914,0125;null;17,154167;54,153846;1,970833
08/07/2018;0;912,65;10,6;18,983333;58,791667;3,166667
09/07/2018;0;915,283333;8,304167;12,5;75,708333;2,5125
10/07/2018;null;null;null;null;67,384615;null
11/07/2018;null;null;null;null;null;null
12/07/2018;null;null;null;null;null;null
13/07/2018;null;915,883333;3,544444;null;49,611111;1,116667
14/07/2018;0;914,65;8,579167;16,508333;61,75;1,120833
15/07/2018;0;914,454167;9,983333;18,820833;59,791667;1,329167
16/07/2018;0;916,75;10,05;19;59,590909;1,25
17/07/2018;0;918,416667;null;18,745833;57,714286;1,591667
18/07/2018;0;916,391667;null;17,066667;48,307692;0,983333
19/07/2018;0;914,46087;11,254545;18,83913;62,954545;1,304348
20/07/2018;0;913,095833;10,93913;19,866667;58,652174;2,166667
21/07/2018;0;914,766667;10,3875;16,379167;69,708333;1,504167
22/07/2018;0;917,6625;null;12,754167;null;2,1125
23/07/2018;0;918,183333;null;16,954167;57;1,129167
24/07/2018;0;920,420833;null;14,1375;null;1,604167
25/07/2018;0;920,4125;null;14,691667;null;1,445833
26/07/2018;0;918,120833;null;16,854167;68,8;1,195833
27/07/2018;0;916,0375;null;17,35;49;0,929167
28/07/2018;0;913,866667;9,679167;18,591667;59,375;1,166667
29/07/2018;0;910,479167;10,741667;20,229167;55,041667;2,658333
30/07/2018;0;911,670833;10,922222;14,4375;77,111111;1,420833
31/07/2018;4;913,308333;null;13,045833;null;1,770833
01/08/2018;0;916,016667;null;9,554167;null;1,891667
02/08/2018;0;916,143478;null;12,104348;null;1,456522
03/08/2018;0;913,2375;null;14,279167;75,25;0,966667
04/08/2018;0;911,916667;null;14,291667;null;0,966667
05/08/2018;0;912,5625;null;15,220833;64,75;1,504167
06/08/2018;0;915,8;null;13,55;null;0,6875
07/08/2018;0;916,740909;null;13,427273;60;2
08/08/2018;0;916,425;8,97619;14,520833;72;1,879167
09/08/2018;2,4;910,533333;null;15,625;50,230769;4,7125
10/08/2018;null;null;null;null;47,933333;null
11/08/2018;null;null;null;null;49,533333;null
12/08/2018;null;null;null;null;63,2;null
13/08/2018;0;915,863636;null;13,190909;66;1,186364
14/08/2018;0;914,104167;null;15,391667;48,2;1,1375
15/08/2018;0;916,345833;8,481818;12,75;75,045455;1,683333
16/08/2018;0;920,33913;null;11,126087;null;1,656522
17/08/2018;0,6;921,704167;null;12,370833;75,666667;1,808333
18/08/2018;0,2;919,333333;null;14,379167;74,5;1,8625
19/08/2018;0;917,408333;9,672222;16,795833;61,5;1,608333
20/08/2018;0;917,2125;null;17,891667;52,666667;1,441667
21/08/2018;0;917,645833;null;14,333333;77,583333;1,629167
22/08/2018;8,8;915,716667;null;14,729167;null;2,0125
23/08/2018;0,2;912,925;null;18,5;63,076923;1,775
24/08/2018;0;911,4625;null;18,070833;67,538462;2,208333
25/08/2018;34,8;913,133333;null;14,933333;59,0625;2,9375
26/08/2018;0;919,485714;1,028571;null;52,666667;1,895238
27/08/2018;null;null;null;null;59,916667;null
28/08/2018;0;919,225;8,642857;13,829167;72,095238;2,408333
29/08/2018;0;917,429167;null;17,154167;57,153846;1,566667
30/08/2018;0;913,495833;null;19,4125;45,071429;1,85
31/08/2018;0;910,829167;9,454167;21,958333;49,958333;2,004167
01/09/2018;0;912,183333;null;18,083333;73,9375;1,645833
02/09/2018;2,4;911,375;null;16,745833;null;1,279167
03/09/2018;7,8;908,620833;null;15,245833;null;2,241667
04/09/2018;6,4;910,120833;null;12,4875;69,923077;2,941667
05/09/2018;null;null;null;null;62,846154;null
06/09/2018;null;null;null;null;60,076923;null
07/09/2018;0;916,947826;7,311111;15,456522;60,444444;1,53913
08/09/2018;0;916,091667;null;15,720833;null;1,3375
09/09/2018;0;916,066667;null;14,408333;75,133333;1,654167
10/09/2018;0;915,65;null;14,475;74,583333;2,075
11/09/2018;0;914,9875;10,252632;14,1;77,052632;1,795833
12/09/2018;0;915,708333;null;14,104167;78,615385;2,245833
13/09/2018;1,8;913,466667;null;14,354167;null;2,245833
14/09/2018;0,8;909,691667;null;14,995833;null;1,333333
15/09/2018;2;909,904167;null;15,3625;null;1,258333
16/09/2018;9,4;912,616667;null;14,8375;70,416667;1,620833
17/09/2018;1,4;909,7625;null;15,420833;74;1,7625
18/09/2018;0;907,529167;null;19,720833;55,705882;3,2125
19/09/2018;0;910,283333;13,452381;20,779167;61,619048;2,408333
20/09/2018;2,6;912,666667;null;16,6875;72,375;1,9375
21/09/2018;6,4;912,166667;null;18,275;55,769231;0,8
22/09/2018;0;912,179167;null;20,620833;52,166667;1,095833
23/09/2018;0;911,116667;null;21,6875;45,5;1,379167
24/09/2018;0;912,1875;null;20,683333;61,25;1,716667
25/09/2018;3,8;912,4375;null;18,5125;66,461538;2,4625
26/09/2018;0;910,804167;null;19,4875;65,666667;1,866667
27/09/2018;5,6;910,133333;null;19,008333;70,5;1,0625
28/09/2018;0;913,275;null;18,6125;null;1,841667
29/09/2018;0,2;912,5875;null;19,041667;69,583333;2,395833
30/09/2018;0,2;911,033333;null;19,8;null;1,7
01/10/2018;3,2;909,704167;null;21,620833;58,133333;2,354167
02/10/2018;2;910,95;null;19,979167;75,571429;0,916667
03/10/2018;20;910,645833;null;19,779167;null;1,225
04/10/2018;21,8;914,3875;null;15,3875;null;2,258333
05/10/2018;0;915,808333;null;13,466667;77,285714;2,3625
06/10/2018;0;915,095833;null;12,079167;null;2,241667
07/10/2018;35,8;913,229167;null;14,408333;null;1,379167
08/10/2018;5,2;911,216667;null;17,1625;null;1,625
09/10/2018;0;909,091667;null;21,395833;66,733333;2,104167
